#,id,name,evaluated,perfFeasible,inParetoFront,DV_202_Instantiate System actuators,DV_202_Instantiate System actuators_active,DV_203_Fulfill controlOrientation 1,DV_203_Fulfill controlOrientation 1_active,DV_204_Fulfill controlOrientation 2,DV_204_Fulfill controlOrientation 2_active,DV_205_Fulfill controlOrientation 3,DV_205_Fulfill controlOrientation 3_active,DV_206_Instantiate System computers,DV_206_Instantiate System computers_active,DV_207_Fulfill sendActuatorSignal 1,DV_207_Fulfill sendActuatorSignal 1_active,DV_208_Fulfill sendActuatorSignal 2,DV_208_Fulfill sendActuatorSignal 2_active,DV_209_Fulfill sendActuatorSignal 3,DV_209_Fulfill sendActuatorSignal 3_active,DV_210_Instantiate System sensors,DV_210_Instantiate System sensors_active,DV_211_Fulfill provideSensorData 1,DV_211_Fulfill provideSensorData 1_active,DV_212_Fulfill provideSensorData 2,DV_212_Fulfill provideSensorData 2_active,DV_213_Fulfill provideSensorData 3,DV_213_Fulfill provideSensorData 3_active,DV_214_Connect Port actuatorSignalConnection (1),DV_214_Connect Port actuatorSignalConnection (1)_active,DV_215_Connect Port actuatorSignalConnection (2),DV_215_Connect Port actuatorSignalConnection (2)_active,DV_216_Connect Port actuatorSignalConnection (3),DV_216_Connect Port actuatorSignalConnection (3)_active,DV_217_Connect Port actuatorSignalConnection (4),DV_217_Connect Port actuatorSignalConnection (4)_active,DV_218_Connect Port actuatorSignalConnection (5),DV_218_Connect Port actuatorSignalConnection (5)_active,DV_219_Connect Port actuatorSignalConnection (6),DV_219_Connect Port actuatorSignalConnection (6)_active,DV_220_Connect Port actuatorSignalConnection (7),DV_220_Connect Port actuatorSignalConnection (7)_active,DV_221_Connect Port actuatorSignalConnection (8),DV_221_Connect Port actuatorSignalConnection (8)_active,DV_222_Connect Port actuatorSignalConnection (9),DV_222_Connect Port actuatorSignalConnection (9)_active,DV_223_Connect Port dataConnection (1),DV_223_Connect Port dataConnection (1)_active,DV_224_Connect Port dataConnection (2),DV_224_Connect Port dataConnection (2)_active,DV_225_Connect Port dataConnection (3),DV_225_Connect Port dataConnection (3)_active,DV_226_Connect Port dataConnection (4),DV_226_Connect Port dataConnection (4)_active,DV_227_Connect Port dataConnection (5),DV_227_Connect Port dataConnection (5)_active,DV_228_Connect Port dataConnection (6),DV_228_Connect Port dataConnection (6)_active,DV_229_Connect Port dataConnection (7),DV_229_Connect Port dataConnection (7)_active,DV_230_Connect Port dataConnection (8),DV_230_Connect Port dataConnection (8)_active,DV_231_Connect Port dataConnection (9),DV_231_Connect Port dataConnection (9)_active,OBJ_232_logFailureRate,OBJ_233_mass,MET_235_failureRate_0,MET_235_failureRate_1,MET_235_failureRate_2,MET_239_failureRate_0,MET_239_failureRate_1,MET_239_failureRate_2,MET_242_failureRate_0,MET_242_failureRate_1,MET_242_failureRate_2,MET_243_failureRate,MET_246_mass_0,MET_246_mass_1,MET_246_mass_2,MET_248_mass_0,MET_248_mass_1,MET_248_mass_2,MET_252_mass_0,MET_252_mass_1,MET_252_mass_2,INP_136_mass_0,INP_136_mass_1,INP_136_mass_2,INP_137_failureRate_0,INP_137_failureRate_1,INP_137_failureRate_2,INP_139_mass_0,INP_139_mass_1,INP_139_mass_2,INP_140_failureRate_0,INP_140_failureRate_1,INP_140_failureRate_2,INP_142_mass_0,INP_142_mass_1,INP_142_mass_2,INP_143_failureRate_0,INP_143_failureRate_1,INP_143_failureRate_2,INP_152_mass_0,INP_152_mass_1,INP_152_mass_2,INP_153_failureRate_0,INP_153_failureRate_1,INP_153_failureRate_2,INP_156_mass_0,INP_156_mass_1,INP_156_mass_2,INP_157_failureRate_0,INP_157_failureRate_1,INP_157_failureRate_2,INP_160_mass_0,INP_160_mass_1,INP_160_mass_2,INP_161_failureRate_0,INP_161_failureRate_1,INP_161_failureRate_2,INP_171_mass_0,INP_171_mass_1,INP_171_mass_2,INP_172_failureRate_0,INP_172_failureRate_1,INP_172_failureRate_2,INP_174_mass_0,INP_174_mass_1,INP_174_mass_2,INP_175_failureRate_0,INP_175_failureRate_1,INP_175_failureRate_2,INP_177_mass_0,INP_177_mass_1,INP_177_mass_2,INP_178_failureRate_0,INP_178_failureRate_1,INP_178_failureRate_2,FUN_119_provideSensorData,FUN_120_sendActuatorSignal,FUN_121_controlOrientation,COMP_133_sensorA_0,COMP_133_sensorA_1,COMP_133_sensorA_2,COMP_134_sensorB_0,COMP_134_sensorB_1,COMP_134_sensorB_2,COMP_135_sensorC_0,COMP_135_sensorC_1,COMP_135_sensorC_2,COMP_149_computerA_0,COMP_149_computerA_1,COMP_149_computerA_2,COMP_150_computerB_0,COMP_150_computerB_1,COMP_150_computerB_2,COMP_151_computerC_0,COMP_151_computerC_1,COMP_151_computerC_2,COMP_168_actuatorA_0,COMP_168_actuatorA_1,COMP_168_actuatorA_2,COMP_169_actuatorB_0,COMP_169_actuatorB_1,COMP_169_actuatorB_2,COMP_170_actuatorC_0,COMP_170_actuatorC_1,COMP_170_actuatorC_2,SYS_130_sensors,SYS_131_computers,SYS_132_actuators,PORT_122_dataConnection,PORT_123_actuatorSignalConnection
11,1380,Architecture #11,True,True,False,0,True,2,True,0,False,0,False,1,True,1,True,1,True,0,False,1,True,1,True,2,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,-3.999962657230895,34.5,0.0001,5e-05,,4e-05,4e-05,,0.0001,,,0.00010000859886002798,6.0,9.0,,5.0,5.0,,9.5,,,,,,,,,6.0,,,0.0001,,,,9.0,,,5e-05,,,,,,,,5.0,5.0,,4e-05,4e-05,,,,,,,,,,,,,,,,,,,,9.5,,,0.0001,,,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,1
12,1465,Architecture #12,True,True,False,2,True,1,True,2,True,2,True,1,True,0,True,2,True,0,False,2,True,0,True,1,True,2,True,1,True,1,True,1,True,1,True,0,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,-7.431809429404093,55.5,0.00015,0.0001,5e-05,0.0001,2e-05,,0.0002,0.0001,0.0001,3.6999049785e-08,3.0,6.0,9.0,3.0,10.0,,5.5,9.5,9.5,3.0,,,0.00015,,,,6.0,,,0.0001,,,,9.0,,,5e-05,3.0,,,0.0001,,,,,,,,,,10.0,,,2e-05,,,,,,,,5.5,,,0.0002,,,,9.5,9.5,,0.0001,0.0001,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,2,3,1,1
13,1574,Architecture #13,True,True,False,1,True,1,True,2,True,0,False,0,True,0,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.698948298839795,24.0,0.0001,,,0.0001,,,0.0002,0.0001,,0.0002000099960002,6.0,,,3.0,,,5.5,9.5,,,,,,,,6.0,,,0.0001,,,,,,,,,3.0,,,0.0001,,,,,,,,,,,,,,,,,,,,,5.5,,,0.0002,,,,9.5,,,0.0001,,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1
14,1650,Architecture #14,True,True,False,0,True,1,True,0,False,0,False,2,True,0,True,1,True,1,True,0,True,0,True,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.455969182288007,21.5,0.00015,,,0.0001,4e-05,4e-05,0.0002,,,0.000349970000159944,3.0,,,3.0,5.0,5.0,5.5,,,3.0,,,0.00015,,,,,,,,,,,,,,,3.0,,,0.0001,,,,5.0,5.0,,4e-05,4e-05,,,,,,,,,,,,,5.5,,,0.0002,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1
15,1736,Architecture #15,True,True,False,1,True,0,True,0,True,0,False,1,True,1,True,1,True,0,False,0,True,0,True,0,False,0,False,1,True,0,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.8238670591514086,20.0,0.00015,,,4e-05,4e-05,,8e-05,8e-05,,0.00015001439707212544,3.0,,,5.0,5.0,,3.5,3.5,,3.0,,,0.00015,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,4e-05,4e-05,,,,,,,,3.5,3.5,,8e-05,8e-05,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,1,1
16,1821,Architecture #16,True,True,False,2,True,0,True,0,True,0,True,2,True,0,True,0,True,0,True,1,True,0,True,2,True,0,False,0,True,1,True,0,True,0,True,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,False,-7.647759557143948,31.5,0.00015,5e-05,,0.0001,0.0001,0.0001,8e-05,8e-05,8e-05,2.2503001174845752e-08,3.0,9.0,,3.0,3.0,3.0,3.5,3.5,3.5,3.0,,,0.00015,,,,,,,,,,9.0,,,5e-05,,3.0,3.0,3.0,0.0001,0.0001,0.0001,,,,,,,,,,,,,3.5,3.5,3.5,8e-05,8e-05,8e-05,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,3,1,1
17,1931,Architecture #17,True,True,False,0,True,0,True,0,False,0,False,1,True,0,True,2,True,0,False,1,True,1,True,1,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-4.0967797633052525,28.5,0.0001,0.0001,,0.0001,2e-05,,8e-05,,,8.0023996480148e-05,6.0,6.0,,3.0,10.0,,3.5,,,,,,,,,6.0,6.0,,0.0001,0.0001,,,,,,,,3.0,,,0.0001,,,,,,,,,,10.0,,,2e-05,,3.5,,,8e-05,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1
18,2016,Architecture #18,True,True,False,0,True,1,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,0,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.6197760980647375,19.5,0.00015,0.0001,,4e-05,,,0.0002,,,0.00024000699640012,3.0,6.0,,5.0,,,5.5,,,3.0,,,0.00015,,,,6.0,,,0.0001,,,,,,,,,,,,,,5.0,,,4e-05,,,,,,,,,,,,,,,5.5,,,0.0002,,,,,,,,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1
19,2092,Architecture #19,True,True,False,1,True,0,True,2,True,0,False,2,True,2,True,2,True,2,True,1,True,0,True,0,True,0,False,0,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,-7.355590286635468,49.0,0.00015,0.00015,,2e-05,2e-05,2e-05,8e-05,0.0001,,4.4097067902368954e-08,3.0,3.0,,10.0,10.0,10.0,3.5,9.5,,3.0,3.0,,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,2e-05,2e-05,2e-05,3.5,,,8e-05,,,,,,,,,,9.5,,,0.0001,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2,3,2,1,1
20,2194,Architecture #20,True,True,False,0,True,0,True,0,False,0,False,1,True,0,True,0,True,0,False,2,True,1,True,2,True,2,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,True,1,True,0,True,0,True,1,True,0,False,0,False,0,False,-4.0968285955827595,33.5,0.0001,5e-05,5e-05,0.0001,0.0001,,8e-05,,,8.001499904988002e-05,6.0,9.0,9.0,3.0,3.0,,3.5,,,,,,,,,6.0,,,0.0001,,,,9.0,9.0,,5e-05,5e-05,3.0,3.0,,0.0001,0.0001,,,,,,,,,,,,,,3.5,,,8e-05,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,1
21,2287,Architecture #21,True,True,False,2,True,1,True,1,True,2,True,1,True,1,True,1,True,0,False,1,True,2,True,2,True,0,False,1,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-8.091319860313503,48.5,5e-05,5e-05,,4e-05,4e-05,,0.0002,0.0002,0.0001,8.103640003967604e-09,9.0,9.0,,5.0,5.0,,5.5,5.5,9.5,,,,,,,,,,,,,9.0,9.0,,5e-05,5e-05,,,,,,,,5.0,5.0,,4e-05,4e-05,,,,,,,,,,,,,,5.5,5.5,,0.0002,0.0002,,,,9.5,,,0.0001,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,3,1,1
22,2388,Architecture #22,True,True,False,1,True,1,True,2,True,0,False,2,True,2,True,2,True,2,True,0,True,2,True,0,False,0,False,1,True,0,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-4.300856320176799,54.0,5e-05,,,2e-05,2e-05,2e-05,0.0002,0.0001,,5.001999912797521e-05,9.0,,,10.0,10.0,10.0,5.5,9.5,,,,,,,,,,,,,,9.0,,,5e-05,,,,,,,,,,,,,,,10.0,10.0,10.0,2e-05,2e-05,2e-05,,,,,,,5.5,,,0.0002,,,,9.5,,,0.0001,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,3,2,1,1
23,2482,Architecture #23,True,True,False,1,True,0,True,0,True,0,False,2,True,0,True,0,True,0,True,0,True,0,True,0,False,0,False,0,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.8238902090109708,19.0,0.00015,,,0.0001,0.0001,0.0001,8e-05,8e-05,,0.000150006400839586,3.0,,,3.0,3.0,3.0,3.5,3.5,,3.0,,,0.00015,,,,,,,,,,,,,,,3.0,3.0,3.0,0.0001,0.0001,0.0001,,,,,,,,,,,,,3.5,3.5,,8e-05,8e-05,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,2,1,1
